% Automatically generated by xml2arff
@relation feat-pos-am-class
@attribute pos_pattern {N#S#A#S#N#S,A#S#A#S#A#S#N#S,N#S#N#S#N#S#N#S#N#S,A#S#N#S#N#S#N#S#NUM#S,N#S#N#S#N#S,A#S#CC#S#A#S#N#S,N#S#N#S,A#S#N#S,A#S#N#S#N#S,N#S#NUM#S,A#S#A#S#N#S#N#S,A#S#A#S#N#S,FW#S#FW#S,A#S#N#S#N#S#N#S,N#S#N#S#N#S#N#S}
@attribute n integer
@attribute mle_corpus real
@attribute pmi_corpus real
@attribute t_corpus real
@attribute dice_corpus real
@attribute mle_yahoo real
@attribute pmi_yahoo real
@attribute t_yahoo real
@attribute dice_yahoo real
@attribute reference {True,False}
@data
A#S#N#S#N#S,3,0.000156201187129,46.5744128306,1.41421134973,0.193548387097,6.98e-06,80.8593866011,590.088852362,0.000350163283631,False
N#S#N#S#N#S,3,0.000234301780694,42.0791266022,1.73198968907,0.0676691729323,1.02e-09,79.7497986771,7.12386361489,3.56230879316e-08,False
N#S#N#S,2,0.000156201187129,25.1186889216,1.41371653324,0.666666666667,0.000526,35.550200364,31.8620839783,0.0222975837219,False
A#S#N#S,2,0.000234301780694,18.8264525117,1.68434410772,0.0869565217391,1.922e-05,36.3376314032,415.870114999,0.0010945953642,True
N#S#N#S,2,0.000156201187129,19.8707614082,1.39532645528,0.108108108108,1.498e-05,29.9477792889,-40920.5755933,0.000501089879352,False
N#S#N#S,2,0.000234301780694,16.7867767382,1.53590322314,0.043795620438,5.18e-07,31.9095518884,-1833.81130821,0.000105456026059,False
N#S#N#S,2,0.000156201187129,23.5337264209,1.41272247497,0.333333333333,0.000592,41.2942347216,5339.70646434,0.131380381713,False
N#S#N#S,2,0.000156201187129,25.7036514224,1.41388220962,0.8,3.9e-05,37.3211725159,989.79822437,0.00983110662969,True
N#S#N#S,2,0.000156201187129,20.749455112,1.40394162694,0.108108108108,1.696e-08,39.1896660484,26.798221863,7.86714908619e-05,False
N#S#N#S,2,0.000624804748516,20.4557239089,2.80324431529,0.238805970149,9.86e-05,36.9494810815,1383.81142778,0.0158266452648,True
N#S#N#S,2,0.000156201187129,18.2442198037,1.35589547733,0.0373831775701,1.088e-06,27.7761911425,-50501.1883669,5.25096525097e-05,False
N#S#NUM#S,2,0.000156201187129,21.7967608268,1.40924327103,0.173913043478,0.0007,34.1432696751,-9674.26444216,0.0162981450634,False
A#S#N#S,2,0.000156201187129,17.3027719861,1.30221633086,0.0384615384615,9.44e-07,35.3560413093,-29.7529716505,4.53564856411e-05,False
A#S#N#S,2,0.000234301780694,21.0032117042,1.72149942027,0.0740740740741,8.54e-05,31.7011173353,-27527.1291519,0.00240563380282,False
N#S#N#S,2,0.000156201187129,21.749455112,1.40907759466,0.117647058824,7.42e-06,37.1409303819,408.131573521,0.00241379310345,False
N#S#N#S,2,0.000156201187129,17.0809894549,1.28360535107,0.0408163265306,2.82e-05,36.7410448521,670.514622338,0.00540644171779,False
N#S#N#S,2,0.000234301780694,20.3978429928,1.71599826963,0.0645161290323,2.34e-07,29.1860986232,-8746.49149124,1.07844853713e-05,False
A#S#N#S,2,0.000234301780694,17.9666858282,1.64547532203,0.0576923076923,3.46e-07,36.4005733541,59.0310318423,6.69344042838e-05,False
A#S#N#S,2,0.000156201187129,24.7036514224,1.41355085686,0.571428571429,3.72e-06,32.3630108654,-3472.53987182,0.000170120630165,False
N#S#N#S#N#S,3,0.000156201187129,41.1305322155,1.41411724993,0.0576923076923,4.34e-05,79.8519140513,1469.71640526,0.00267122550677,True
N#S#N#S,2,0.000312402374258,21.4368648817,1.99097938144,0.25,9.18e-05,41.2906077862,2102.60269593,0.0683035714286,False
A#S#N#S#N#S,3,0.000156201187129,46.5328337268,1.41421128503,0.2,1.44e-09,72.3662392893,5.00032330214,9.97675025972e-08,False
N#S#N#S,2,0.000156201187129,19.2857989075,1.38588290174,0.0869565217391,4.46e-09,29.6990870532,-841.722673458,4.32748799025e-07,False
N#S#N#S,2,0.000156201187129,24.1186889216,1.41321950411,0.363636363636,4.88e-06,36.3068383962,203.415814141,0.00102607232969,False
N#S#N#S#N#S,3,0.000234301780694,40.7958681327,1.73190205244,0.0566037735849,6.14e-09,76.0048804407,16.9436383118,1.15679829382e-06,False
N#S#N#S,2,0.000156201187129,25.1186889216,1.41371653324,0.666666666667,1.026e-05,31.8433244139,-8578.40630839,0.00044560577068,False
N#S#N#S,2,0.000390502967823,18.1675985221,2.13882940753,0.0943396226415,0.0001778,38.2885765152,2537.58178657,0.0345242718447,False
N#S#N#S,2,0.000234301780694,20.7702886154,1.71965067292,0.1,1.016e-06,39.2733811997,208.428153485,0.000223581216537,False
N#S#N#S,2,0.000234301780694,19.0406864096,1.69092745194,0.0379746835443,2.3e-05,36.4133174197,486.487758459,0.00563725490196,False
A#S#N#S,2,0.000312402374258,22.481259001,1.99562636676,0.25,8.56e-06,35.6580359284,50.8890798227,0.000396907525249,False
N#S#N#S,2,0.000312402374258,20.9222917088,1.98711340206,0.131147540984,4.62e-08,33.6602886449,-128.95636391,1.01552522657e-05,True
N#S#N#S,2,0.000156201187129,19.749455112,1.3936696915,0.0588235294118,4.56e-08,37.7402610208,37.3504595641,6.75855935972e-05,False
A#S#N#S,2,0.000156201187129,22.7036514224,1.41156274033,0.153846153846,1.538e-06,44.5213678324,276.759374062,0.0167830641641,False
N#S#N#S,2,0.000156201187129,17.659257303,1.3267364348,0.0425531914894,1.884e-06,31.5090445445,-4714.51559856,0.000338848920863,False
A#S#N#S#N#S#N#S,4,0.000156201187129,69.8885618458,1.41421355966,0.0720720720721,5.26e-08,114.014216486,50.9779006786,2.94516699813e-06,False
N#S#N#S,2,0.000312402374258,19.2524403105,1.95899718838,0.0898876404494,5.08e-05,38.0767493381,1318.85772458,0.00235437665158,False
N#S#N#S,2,0.000234301780694,23.5516483289,1.73024715162,0.428571428571,9.36e-05,43.1942313589,2152.58261693,0.0979079497908,False
N#S#NUM#S,2,0.000156201187129,22.481259001,1.41112093665,0.266666666667,0.001926,35.6034505511,414.365993953,0.0448431819886,False
N#S#N#S,2,0.000234301780694,20.1662172917,1.7132026029,0.146341463415,0.0001892,37.7991818608,2432.68605879,0.0296087636933,True
N#S#N#S,2,0.000234301780694,25.2886139231,1.73150971078,0.857142857143,2.58e-06,32.4365343122,-2730.38321926,0.000427152317881,False
A#S#N#S,2,0.000156201187129,23.481259001,1.41266724951,0.363636363636,1.792e-06,33.689495691,-781.044253365,0.000572158365262,True
N#S#N#S,2,0.000234301780694,18.7036514224,1.68010551625,0.0555555555556,1.746e-07,39.5809939099,87.7536532983,5.10410503348e-05,False
N#S#N#S#N#S,3,0.000234301780694,39.3269294283,1.73163902632,0.0456852791878,2.72e-06,78.9430471412,367.195116644,0.000505338254601,True
A#S#N#S,2,0.000156201187129,21.0032117042,1.40559839072,0.05,2.42e-06,35.5807586047,9.40633864006,0.000116188071038,False
N#S#N#S#N#S,3,0.000156201187129,47.822340344,1.41421263073,0.3,2.32e-05,78.3397829974,1069.99341841,0.00119699362791,False
A#S#N#S,2,0.000156201187129,19.0406864096,1.3806364831,0.025641025641,1.038e-05,40.2426998937,692.728398107,0.00336717812307,False
A#S#N#S,2,0.000156201187129,26.2886139231,1.41399266054,1.0,1.994e-07,43.6705383666,99.4932920362,0.000212763687193,False
N#S#N#S,2,0.000390502967823,20.0255795173,2.20924354441,0.15625,1.592e-06,32.9968056759,-1363.7456622,0.000466862170088,False
N#S#N#S,2,0.000156201187129,19.2279179914,1.38472316709,0.0421052631579,7.9e-06,35.9704570681,161.742736808,0.000366706120578,True
N#S#N#S,2,0.000156201187129,23.2442198037,1.41239112222,0.285714285714,3.32e-08,36.8108637259,23.8445296952,0.000189173789174,False
N#S#N#S,2,0.000156201187129,21.8962965003,1.40957462379,0.16,1.452e-05,38.6868776759,755.778195252,0.0110670731707,False
N#S#N#S#N#S,3,0.000156201187129,47.1342843503,1.4142120614,0.0952380952381,1.434e-05,78.9625037437,843.164199511,0.00323604633669,True
N#S#N#S,2,0.000312402374258,21.1593309061,1.9890659169,0.210526315789,2.5e-05,45.19948553,1116.65034566,0.134843581446,False
N#S#N#S,2,0.000156201187129,18.2607079265,1.35655818284,0.040404040404,9.94e-07,39.0462428551,203.298748451,0.000217753242201,False
N#S#N#S,2,0.000156201187129,20.8456704272,1.40460433245,0.0655737704918,1.832e-05,34.7150058477,-739.834519441,0.00320840630473,False
N#S#N#S,2,0.00328022492971,20.7457662963,6.43354826491,0.631578947368,1.948e-05,39.9603475008,940.784086622,0.000906660659522,False
A#S#A#S#N#S,3,0.000156201187129,39.6461671949,1.41394408594,0.0340909090909,2.32e-07,63.2400717936,-24610.1337883,6.0865937095e-06,False
N#S#N#S,2,0.000312402374258,22.8291823045,1.99656357388,0.421052631579,5.7e-06,36.0806697134,166.547435359,0.00108097857007,False
N#S#N#S#N#S,3,0.000312402374258,38.0699596975,1.99886362538,0.0555555555556,1.554e-05,72.2651063196,493.159506731,0.00061334298908,True
N#S#N#S,2,0.000156201187129,21.7808192829,1.40918804557,0.2,2.88e-06,42.9236347134,377.199009127,0.00289055050936,False
N#S#N#S,2,0.000156201187129,19.2607079265,1.38538587261,0.0430107526882,8.1e-08,32.9054288604,-331.887638818,1.7656290871e-05,True
N#S#N#S#N#S#N#S,4,0.000156201187129,67.0400879364,1.41421354281,0.0650406504065,2.2e-10,106.46683036,-0.380778929854,3.73800016991e-08,False
N#S#N#S,2,0.000312402374258,17.7163874103,1.8810918463,0.0655737704918,1.352e-06,33.9981671535,-497.661538462,0.000283082077052,False
N#S#N#S#N#S,3,0.000156201187129,39.6205567544,1.41393925954,0.0408163265306,1.114e-07,78.4581440723,74.1830535631,3.174874601e-05,False
N#S#N#S,2,0.000156201187129,24.9666858282,1.41366130778,0.571428571429,2e-10,52.5509604732,3.16225369643,4.75049226976e-05,False
A#S#N#S#N#S,3,0.000156201187129,40.3040150363,1.41404276198,0.0441176470588,8.18e-07,70.0892408373,-200.329169283,6.88552188552e-05,False
A#S#CC#S#A#S#N#S,4,0.000156201187129,65.4928747123,1.41421350519,0.019801980198,6.76e-08,123.234049464,58.1371863523,5.80225474564e-06,False
N#S#N#S,2,0.000156201187129,19.9894059047,1.39681754269,0.0909090909091,3.36e-05,42.4307274342,1285.21605594,0.0617647058824,False
N#S#N#S#N#S,3,0.000156201187129,49.9922653455,1.41421335534,0.375,1.258e-05,73.00664054,584.128713203,0.000579011966861,True
N#S#N#S#N#S,3,0.000156201187129,44.8156766137,1.41420607476,0.122448979592,5.08e-09,76.3320569294,15.5184699847,7.94577685089e-06,False
N#S#N#S,2,0.000156201187129,19.2442198037,1.38505451985,0.0677966101695,1.302e-06,35.7377216842,32.4910716792,0.000503675048356,False
A#S#N#S,2,0.000156201187129,18.0383155052,1.34694895292,0.039603960396,9.08e-07,34.2718331111,-300.554612159,0.000194017094017,False
N#S#N#S,2,0.000546704154952,21.3146091316,2.6327628412,0.222222222222,2.48e-07,38.6078410922,98.064135696,5.46059454425e-05,False
A#S#N#S#N#S,3,0.000156201187129,48.7698729241,1.4142130793,0.3,2.32e-06,91.3719248704,340.587461565,0.00506993006993,False
N#S#N#S,2,0.000156201187129,24.1186889216,1.41321950411,0.363636363636,0.0001506,41.6572943777,2704.52308354,0.0319203052141,True
N#S#N#S,2,0.000702905342081,20.5219009855,2.97448713944,0.285714285714,6.94e-05,44.904016531,1859.96430206,0.205325443787,False
N#S#NUM#S,2,0.000156201187129,25.7036514224,1.41388220962,0.8,9.6e-10,27.4029372436,-1945.0930569,4.57072772651e-08,False
N#S#N#S,2,0.000234301780694,16.8128804921,1.53942035224,0.043795620438,5.5e-06,30.2715543804,-19705.343322,0.000229694615242,False
N#S#N#S,2,0.000156201187129,26.2886139231,1.41399266054,1.0,3.14e-06,30.3488188434,-14091.9875346,0.000247634069401,False
N#S#N#S,2,0.000234301780694,16.3344176127,1.4636668024,0.0379746835443,2.04e-05,36.6933252942,555.508416921,0.00498655585431,False
A#S#N#S#N#S,3,0.000156201187129,44.6613484673,1.41420522938,0.0705882352941,5.64e-06,77.9609130741,526.523452696,0.000566720257235,False
N#S#N#S,2,0.000156201187129,23.8962965003,1.41305382773,0.4,6.3e-07,35.9819511045,46.7212540737,0.000640243902439,True
N#S#N#S,2,0.00140581068416,22.7511797925,4.23494593979,0.878048780488,3.72e-06,31.7345467261,-5603.70529939,0.000168471878547,False
N#S#N#S,2,0.000156201187129,25.2886139231,1.4137717587,0.666666666667,6.06e-06,35.8560127042,107.910854298,0.000517727466894,False
N#S#N#S,2,0.000312402374258,21.8623491684,1.99328334895,0.170212765957,1.952e-06,32.8631740934,-1686.96271524,0.000368580060423,False
N#S#N#S,2,0.000234301780694,18.481259001,1.67144796769,0.0545454545455,5.2e-06,37.5599926089,384.075407984,0.00147987933292,True
N#S#N#S#N#S,3,0.000234301780694,38.735172201,1.73143021976,0.0505617977528,1.058e-06,77.4328814432,227.181306334,5.54789646949e-05,False
A#S#N#S,2,0.000234301780694,15.3402466915,1.19744718436,0.0260869565217,9.18e-05,34.0743104264,-3779.82270682,0.00384905660377,False
A#S#N#S,2,0.000234301780694,23.2886139231,1.72988642043,0.428571428571,1.02e-08,34.082641758,-39.483368442,8.67354314237e-06,False
N#S#N#S,2,0.000156201187129,17.301349911,1.30210587995,0.0430107526882,3.36e-06,36.0783340586,127.413513524,0.00116022099448,False
A#S#N#S#N#S,3,0.000156201187129,45.4300229212,1.41420867127,0.1875,8.82e-06,81.4253403403,663.566992552,0.00119989116633,False
N#S#N#S,2,0.000156201187129,19.8623491684,1.39521600437,0.078431372549,1.796e-05,33.8482540969,-2116.22765504,0.000810804595317,False
A#S#N#S,2,0.000156201187129,23.7036514224,1.41288815135,0.363636363636,5.6e-10,25.4611910147,-5722.23093557,8.50663061476e-08,False
N#S#N#S,2,0.00101530771634,19.5112953748,3.54377351228,0.240740740741,1.64e-05,34.031432881,-1673.12596525,0.000907531403907,True
N#S#N#S,2,0.000234301780694,23.4141448052,1.73006678603,0.4,9.94e-06,33.4296940113,-2341.56243629,0.000560694945848,False
N#S#N#S#N#S,3,0.000156201187129,41.9698975324,1.41415973437,0.0487804878049,5.92e-06,69.3972780019,-1205.47993854,0.000184578265811,True
N#S#N#S,2,0.000156201187129,17.9059898965,1.34048757418,0.0384615384615,5.54e-06,27.1619445396,-174720.389363,0.000128988176644,False
N#S#N#S#N#S,3,0.000234301780694,47.5772278462,1.73204945525,0.409090909091,5.96e-06,78.5301219269,542.766776985,0.00114924797532,True
N#S#N#S,2,0.000624804748516,19.4941980567,2.77938691687,0.188235294118,9.16e-05,38.8868679657,1929.57554662,0.0270845653459,False
N#S#N#S,2,0.000234301780694,24.9666858282,1.73137443659,0.75,2.28e-06,38.8417122723,303.369819167,0.00286144578313,False
N#S#N#S,2,0.000156201187129,19.8749859941,1.39538168074,0.0952380952381,3.58e-07,30.1708577019,-5400.51751917,2.0440790225e-05,False
N#S#N#S,2,0.000156201187129,19.4748327319,1.38936210568,0.0677966101695,2.94e-06,32.6491815545,-2462.66494665,0.000185465556397,False
A#S#N#S,2,0.000390502967823,21.0869800619,2.22321460331,0.185185185185,1.77e-05,36.6736743875,511.637387484,0.00101050468143,False
A#S#N#S,2,0.000156201187129,23.9666858282,1.41310905319,0.333333333333,1.902e-07,37.4841588126,72.1560258558,0.000114066388797,False
N#S#N#S,2,0.000156201187129,18.8581613714,1.37610799544,0.0506329113924,5.48e-05,35.8504510281,319.363103418,0.00380212308333,False
N#S#N#S#N#S,3,0.000390502967823,47.6583646089,2.23606632714,0.555555555556,9e-10,65.7662548347,-260.549884528,1.61657286553e-07,False
N#S#N#S,2,0.000156201187129,20.2442198037,1.39963404111,0.117647058824,2.86e-07,29.1443587999,-9956.96636475,1.84528034067e-05,False
N#S#N#S,2,0.000156201187129,16.4194056725,1.20761511904,0.0307692307692,2.44e-05,36.5258893104,546.372363077,0.00466004583652,False
A#S#N#S,2,0.000312402374258,22.1087048331,1.99433770697,0.235294117647,8.82e-06,35.1912840875,-182.285731104,0.00170963364993,False
N#S#N#S,2,0.000234301780694,19.3151557105,1.69805189294,0.0845070422535,6.48e-07,30.3424820847,-6430.66666667,0.000132244897959,True
N#S#N#S#N#S,3,0.000156201187129,42.3849350317,1.41417319137,0.0491803278689,2.26e-06,72.7891843855,233.175085995,0.000123651160661,True
A#S#N#S#N#S,3,0.000312402374258,48.2552997513,1.99999902405,0.571428571429,2.3e-06,82.8287080623,339.017788668,0.000464518839268,True
N#S#N#S,2,0.000156201187129,21.7187583148,1.40896714374,0.166666666667,9.14e-07,36.6717278448,116.133276645,4.25518117203e-05,False
A#S#N#S,2,0.000234301780694,20.4431238721,1.71649427501,0.157894736842,3.66e-05,39.4771494546,1264.38771692,0.00933911712171,True
N#S#NUM#S,2,0.000156201187129,22.481259001,1.41112093665,0.266666666667,0.001616,35.3502700461,-1271.98468676,0.037625432032,False
N#S#N#S#N#S#N#S,4,0.000156201187129,71.6250504371,1.41421356156,0.258064516129,2.2e-10,112.821179933,3.27143430044,5.24258888571e-08,False
N#S#N#S#N#S,3,0.000156201187129,47.9922653455,1.41421273425,0.315789473684,1.92e-06,74.1976417014,274.081767235,0.000295384615385,False
N#S#N#S,2,0.000546704154952,17.1890782495,2.41904347346,0.0795454545455,3.94e-05,34.6999653776,-1111.05499633,0.00459207459207,True
N#S#N#S#N#S#N#S#N#S,5,0.000234301780694,84.5655125509,1.73205080594,0.0675675675676,1.228e-08,153.768310799,24.7710601382,6.37023653647e-07,True
A#S#N#S,2,0.000156201187129,21.8291823045,1.40935372195,0.153846153846,0.000332,37.4439556756,2984.70188174,0.0200362100181,True
N#S#N#S,2,0.000546704154952,24.0959688451,2.64386207908,0.875,1.3e-05,33.6703117351,-2142.62561919,0.00175202156334,False
N#S#N#S,2,0.000156201187129,26.2886139231,1.41399266054,1.0,2.58e-05,33.8138711023,-2624.97633212,0.0019560272934,False
N#S#N#S,2,0.000234301780694,21.0155954287,1.72158960307,0.0967741935484,2.9e-05,32.552381798,-8354.80075507,0.00120058771816,False
N#S#N#S,2,0.000234301780694,23.2886139231,1.72988642043,0.428571428571,9.28e-06,35.888449603,145.71282527,0.00170619599191,False
N#S#N#S#N#S,3,0.000156201187129,42.8837408887,1.41418499213,0.0674157303371,7.04e-07,77.6067285505,185.578376965,7.47081712062e-05,False
A#S#N#S,2,0.000156201187129,24.1186889216,1.41321950411,0.363636363636,7.26e-06,32.0859311925,-6005.89402662,0.00076582278481,False
N#S#N#S,2,0.000234301780694,16.6164832793,1.51132841084,0.0416666666667,1.732e-05,31.048308531,-20022.9180288,0.00066577393327,False
A#S#N#S,2,0.000468603561387,17.112440774,2.2281480033,0.0718562874251,1.082e-05,28.1737507743,-120722.036128,0.000255944218913,False
N#S#N#S,2,0.000156201187129,17.8962965003,1.33999054504,0.0540540540541,4.8e-08,35.719090769,5.68281620326,4.57055798895e-05,False
N#S#N#S,2,0.000234301780694,16.9077921392,1.5516852127,0.0461538461538,1.738e-07,30.1556906314,-3803.61891568,3.15312046444e-05,False
N#S#N#S#N#S,3,0.000234301780694,41.4035507099,1.73195318701,0.0762711864407,2.02e-06,75.2979785428,300.698889965,0.000123066493037,False
N#S#N#S,2,0.000546704154952,18.3348331953,2.5432899954,0.109375,3.28e-05,29.727682473,-70741.8105001,0.00076368451154,False
N#S#N#S,2,0.000156201187129,24.481259001,1.41344040594,0.444444444444,2.62e-05,40.9577098032,1117.7540634,0.00242274047086,False
A#S#N#S,2,0.000156201187129,18.1958567822,1.35390736079,0.0434782608696,1.174e-05,36.0094168665,212.331835053,0.000561668739834,False
A#S#N#S,2,0.000156201187129,24.481259001,1.41344040594,0.444444444444,9e-06,43.4037307018,667.938012184,0.0215517241379,False
A#S#N#S,2,0.000156201187129,18.5072542096,1.36561515817,0.043956043956,1.492e-06,29.2811995374,-20659.3193086,0.000139439252336,False
N#S#N#S#N#S,3,0.000156201187129,43.3186618123,1.41419242798,0.0882352941176,8.42e-08,83.6389574647,64.8737420374,0.000312391788276,False
N#S#N#S#N#S,3,0.000156201187129,38.3040150363,1.41353036081,0.0355029585799,7e-07,78.8941728175,186.250221173,8.54311424991e-05,False
A#S#N#S,2,0.000156201187129,20.0312260804,1.39731457182,0.114285714286,3.7e-06,31.0852554252,-9009.6569932,0.000305532617671,False
N#S#N#S,2,0.000156201187129,23.2442198037,1.41239112222,0.285714285714,1.92e-09,36.1070477547,3.1788246871,8.94069043384e-08,False
N#S#N#S,2,0.000156201187129,17.1800894663,1.29227574819,0.0425531914894,2.46e-05,32.7362690114,-6641.33786111,0.0012380473075,True
A#S#N#S,2,0.000156201187129,24.7036514224,1.41355085686,0.5,9.62e-05,35.8338036447,402.595106105,0.0090074906367,False
A#S#N#S#N#S,3,0.000234301780694,39.763446655,1.73174653571,0.0604026845638,8.32e-08,76.019572837,62.3927571289,1.01552252214e-05,False
N#S#N#S#N#S,3,0.000156201187129,43.2109056319,1.41419078899,0.0535714285714,2.2e-10,64.6735328468,-278.497683152,6.33275762809e-08,False
N#S#N#S#N#S#N#S,4,0.000937207122774,64.4863519934,3.46410133375,0.259459459459,9.66e-07,112.196058318,215.154070608,4.01699338402e-05,True
N#S#N#S,2,0.000156201187129,20.7036514224,1.40361027418,0.0769230769231,2.4e-10,31.3362336755,-60.4231697723,9.71483714695e-08,False
N#S#N#S,2,0.000156201187129,19.9666858282,1.39654141539,0.047619047619,8.86e-06,29.8965694367,-32631.6163863,0.000332647058298,False
N#S#N#S,2,0.00101530771634,20.9722453535,3.58311026471,0.4,1.962e-05,44.2334090032,988.059903957,0.0895072992701,True
N#S#N#S#N#S,3,0.000156201187129,44.3293003327,1.41420307281,0.037037037037,1.462e-05,81.6515330789,854.422600778,0.00440184664793,False
A#S#N#S,2,0.000468603561387,18.8182939883,2.38163966764,0.0722891566265,0.000108,41.7461809923,2292.28974318,0.0340694006309,False
N#S#NUM#S,2,0.000156201187129,23.8962965003,1.41305382773,0.4,1.236e-05,36.3125642003,325.562356301,0.000573306821319,False
N#S#N#S,2,0.000156201187129,20.0406864096,1.39742502274,0.025974025974,4.68e-07,30.4808364258,-4951.27869179,0.000108083140878,False
A#S#N#S,2,0.000156201187129,25.7036514224,1.41388220962,0.8,5.04e-05,32.888422104,-8395.72483895,0.0022271321255,False
A#S#N#S,2,0.000156201187129,24.3817233275,1.41338518048,0.5,3.58e-09,34.917075466,-7.24189861367,1.48627890563e-05,False
A#S#N#S,2,0.000390502967823,17.7776520038,2.1086519203,0.0568181818182,3.36e-06,40.4387524671,396.12662271,0.00109831199906,False
A#S#N#S#N#S#N#S,4,0.000156201187129,59.9951688897,1.41421097888,0.0331950207469,3.66e-07,104.111914404,-636.205606194,9.46351771349e-06,True
A#S#N#S,2,0.000156201187129,23.481259001,1.41266724951,0.25,3.4e-06,41.1059090269,403.599264996,0.00504600771742,False
N#S#N#S,2,0.000156201187129,20.3113339996,1.40029674662,0.121212121212,1.954e-06,36.7328739537,175.727681407,0.00208983957219,False
N#S#N#S,2,0.000156201187129,21.3113339996,1.4072551545,0.0888888888889,1.518e-08,23.0183658761,-162105.783696,6.74222085522e-07,False
N#S#N#S,2,0.000156201187129,19.749455112,1.3936696915,0.0588235294118,4.72e-08,26.3057626824,-29233.5309684,4.18773844379e-06,False
N#S#N#S,2,0.000234301780694,18.5270626906,1.67334180644,0.0821917808219,1.408e-06,36.2025901476,97.5690711054,0.00112280701754,False
N#S#N#S,2,0.000234301780694,21.3817233275,1.7239343558,0.122448979592,0.000103,40.2017452776,2179.63016331,0.0141814677131,False
N#S#A#S#N#S,3,0.000156201187129,43.5219454107,1.41419520564,0.0357142857143,6.36e-06,82.9432733099,563.763272825,0.00254128929142,False
N#S#N#S,2,0.000156201187129,23.7036514224,1.41288815135,0.363636363636,2.44e-06,32.3812517069,-2772.63565441,0.000522483940043,False
A#S#A#S#N#S,3,0.000156201187129,40.7410788419,1.41408740299,0.0379746835443,1.69e-06,72.7105351972,196.648047246,5.97485097264e-05,False
A#S#N#S,2,0.000156201187129,21.481259001,1.40802831093,0.173913043478,1.42e-05,33.3505897324,-3003.93426195,0.00168846611177,True
N#S#N#S,2,0.000312402374258,20.3817233275,1.98125585754,0.0792079207921,3.3e-08,33.7123116337,-103.689317805,9.62500401042e-06,False
A#S#N#S,2,0.000234301780694,23.2886139231,1.72988642043,0.375,3.34e-06,39.4791071915,381.991876043,0.000437909310817,False
N#S#NUM#S,2,0.0010934083099,22.9260438437,3.73564588742,0.823529411765,0.000208,32.3924982814,-25375.5594393,0.00484287739026,False
N#S#N#S,2,0.000156201187129,24.2886139231,1.41332995502,0.4,1.58e-06,30.8981419866,-6741.82280726,0.000250793650794,False
